Date,Headlines,Labels
23/04/2019,"Snap, Roku see gains after Twitter's surprising user strength",1
23/04/2019,Credit-card issuers boost social media pitches,1
23/04/2019,"Facebook, Inc. Q1 Earnings Preview",1
24/04/2019,Futures dip ahead of full earnings slate,0
24/04/2019,"Facebook, Inc. beats by $0.27, beats on revenue",0
24/04/2019,Facebook +5% as revenue beats in Q1 marked by legal expense,0
25/04/2019,UBS bullish on Facebook's ad potential,0
25/04/2019,New York AG to probe Facebook's contact collection - NYT,0
26/04/2019,"Facebook broke privacy laws by exposing user data, Canada says",1
26/04/2019,"Slack reveals $401M rev, $139M loss before listing",1
30/04/2019,DZ Bank boosts Facebook to a Buy,1
30/04/2019,"Facebook F8 kickoff: New app, site; Oculus preorders open",1
02/05/2019,"Facebook, FTC discuss settlement with stricter privacy rules - Politico",1
02/05/2019,"Facebook blocks Alex Jones, others from using services",1
03/05/2019,Facebook building crypto payments system,1
03/05/2019,Facebook names new execs for Instagram - Cheddar,1
06/05/2019,Facebook updates video ranking; removes Russian accounts,2
07/05/2019,Social media ad spending slowing - IAB,0
07/05/2019,Facebook's Sandberg meets lawmakers ahead of settlement,0
08/05/2019,London chosen as base for Whatsapp payment push,1
08/05/2019,Facebook to allow cross-border political ads in Europe - Politico,1
09/05/2019,"Break up Facebook? Co-founder, senator say yes",1
10/05/2019,Facebook sues South Korean analytics firm over practices,1
13/05/2019,"Slack's prelim. Q1: $149.7M billings, $39.4M loss",0
14/05/2019,"Facebook roundup: Wages, spyware, breakup",1
15/05/2019,Facebook introduces 'one-strike' policy,2
16/05/2019,Facebook purges 'inauthentic' content originating in Israel,2
17/05/2019,Facebook breakup would be last resort - EU regulator,1
17/05/2019,"Facebook sets up Swiss fintech for blockchain, payments",1
20/05/2019,Instagram celebs' private data exposed in leak - TechCrunch,1
23/05/2019,Facebook ends commissions for political ad sales,1
23/05/2019,Instagram enables creators to use landscape video on IGTV,1
24/05/2019,"Facebook, Winklevoss held crypto talks",1
24/05/2019,Facebook removes nearly 3.4B fake accounts,1
24/05/2019,Facebook's multibillion-dollar FTC settlement delayed by split - WSJ,1
31/05/2019,Facebook -1.3% loses EU privacy court bid,0
31/05/2019,Court directs Facebook to give shareholders records on breaches,0
03/06/2019,Facebook discusses crypto plans with CFTC,0
03/06/2019,Facebook pushed for Irish tax breaks to offset EU increases - report,0
03/06/2019,FTC to lead Facebook probes; DOJ has lead on Google,0
04/06/2019,Big Tech faces Congressional probe,2
04/06/2019,"Facebook, Google see little risk from probes - Citi",2
05/06/2019,Facebook plans outside foundation to run cryptocurrency - report,1
06/06/2019,Facebook crypto details to come in June 18 whitepaper - TechCrunch,1
07/06/2019,Facebook suspends app pre-installs on Huawei phones,2
07/06/2019,Russian planning much bigger fines for tech firms - report,2
10/06/2019,G20 to wrap up digital tax rules by 2020,1
11/06/2019,Big Tech on trial at House hearing,1
11/06/2019,Facebook +1.7% as MoffettNathanson leaves sidelines,1
12/06/2019,Facebook -2% amid report emails connect CEO to questionable privacy approach,0
12/06/2019,"Facebook gathered sensitive data on 187,000 via app - TechCrunch",0
13/06/2019,Deutsche Bank sees Facebook streaming becoming $5B business,2
13/06/2019,Privacy concerns boot Facebook from S&P ESG index,2
13/06/2019,"Visa, Mastercard, PayPal, Uber on board Facebook cryptocurrency - WSJ",2
14/06/2019,Facebook more than doubling ad spend - WSJ,1
17/06/2019,SunTrust sees major move for Facebook in crypto plans,2
18/06/2019,Facebook +2% ahead of crypto launch,0
18/06/2019,Facebook releases plan for Libra crypto,0
18/06/2019,Support grows for hearings on Facebook's crypto plans,0
19/06/2019,AMLO pitches universal internet with Facebook,1
19/06/2019,Senate panel sets Facebook crypto hearing for July 16,1
19/06/2019,"Senate hearing shows political risk for Facebook, Cowen says",1
20/06/2019,"India key to Facebook's currency dreams, Jefferies says",1
24/06/2019,Senators pushing to force disclosure of tech user data value - Axios,1
24/06/2019,Facebook will face trial over 30M-user data breach,1
24/06/2019,House panel sets hearing on Facebook currency,1
25/06/2019,Facebook to give France ID on users suspected of hate speech - Reuters,0
25/06/2019,Facebook launches issue ad transparency tools worldwide,0
25/06/2019,"Fed to set high bar for Facebook's Libra, Powell says",0
25/06/2019,Facebook in talks for 1M square feet in Hudson Yards - report,0
26/06/2019,"Twitter, Facebook dip after Trump comments",1
27/06/2019,Facebook bull raises on revenue acceleration,1
28/06/2019,Facebook target boosted on Libra potential,2
02/07/2019,Facebook facing antitrust look from EU - Bloomberg,2
08/07/2019,Instagram rolls out anti-bullying tools,1
09/07/2019,Barclays affirms buying Facebook before earnings,2
09/07/2019,"Apple, Amazon, Facebook, Google set to testify in House panel hearing",2
10/07/2019,Libra launch cannot be done 'alone' - Facebook,2
10/07/2019,"Facebook looks to boost Oculus with acquisitions, VR deals - report",2
10/07/2019,Fed has 'serious concerns' over Facebook Libra - Powell,2
10/07/2019,Sun Valley confab arrives as media/tech consolidation rolls on,2
11/07/2019,U.S. launches probe of French digital tax,1
11/07/2019,The president is a no-coiner,1
12/07/2019,Twitch held 72% of Q2 live-streaming market,2
12/07/2019,FTC approves near-$5B settlement with Facebook - WSJ,2
15/07/2019,Facebook says Libra won't launch until regulators satisfied,1
15/07/2019,Treasury Dept. has serious concerns over Libra - Mnuchin,1
15/07/2019,"Target adds Facebook exec to lead tech infrastructure, operations",1
16/07/2019,Big Tech under fire on Capitol Hill,1
16/07/2019,Libra's Marcus handles wallet questions at Senate panel,1
17/07/2019,Waters calls for Facebook's Zuckerberg to come testify on Libra,0
18/07/2019,Instagram test will hide like count,1
19/07/2019,"Good news/bad news: Philly Fed strong, leading indicators lose ground",0
22/07/2019,FTC will announce $5B FB settlement - report,2
23/07/2019,Justice Dept. launches broad new antitrust probe into big tech (updated),1
23/07/2019,Facebook Q2 Earnings Preview,1
23/07/2019,Facebook CEO has certification mandate in settlement - Reuters,1
24/07/2019,Facebook to settle with SEC for $100M-plus - WSJ,2
24/07/2019,FTC approves $5B Facebook settlement; FB -1.4%,2
24/07/2019,"Facebook EPS beats by $0.12, beats on revenue",2
24/07/2019,"Facebook +3.2% with another beat on earnings, revenues",2
25/07/2019,Facebook gets Street-high target after earnings,0
26/07/2019,"FB bans alcohol, tobacco sales between users",1
30/07/2019,Facebook warns over Libra plans,1
31/07/2019,"Facebook approached Netflix, Disney about TV chat device support - report",0
01/08/2019,FTC's Facebook probe focused on acquisitions - WSJ,1
02/08/2019,MKM reinstates Facebook at Buy,0
02/08/2019,"Facebook adding its brand to Instagram, WhatsApp - report",0
05/08/2019,Facebook wins review of BlackBerry photo tag patent,0
06/08/2019,Facebook sues developers for click injection fraud,1
08/08/2019,Facebook testing resale of subscription VOD,2
08/08/2019,Facebook loses appeal on biometric class action suit,2
09/08/2019,Facebook news tab coming this fall,0
13/08/2019,Last Oculus co-founder departs Facebook,2
13/08/2019,Facebook used contractors to transcribe user audio - Bloomberg,2
13/08/2019,Tech breakups might be antitrust remedy - FTC chief,2
14/08/2019,Facebook simplifies Group privacy settings,0
15/08/2019,Plaintiffs argue Facebook knew of privacy leak vulnerability,1
15/08/2019,Instagram users can flag false info,1
19/08/2019,Facebook takes action on China campaign after Twitter tip,1
19/08/2019,Binance seeks to create regional version of Libra,1
19/08/2019,State AGs ready their own tech antitrust probe - WSJ,1
20/08/2019,Facebook consolidation may make breakup harder - FTC,1
20/08/2019,WhatsApp in talks for second mobile payments market,1
20/08/2019,Facebook rolls out privacy feature for off-network activity,1
20/08/2019,Facebook facing EU antitrust probe over Libra - Bloomberg,1
20/08/2019,Justice Department assisting state AG tech probe,1
22/08/2019,Agency officials raise flags over draft Trump social media order,1
22/08/2019,"News Corp. prepares news app answer to Google, Facebook",1
23/08/2019,Facebook publishing 2015 data-scraping document,0
27/08/2019,Snap -4.5% as Instagram tests close-friends app,1
28/08/2019,DoJ opposes Google-backed undersea cable,1
28/08/2019,Facebook updates political ad rules with eyes on '20 election,1
29/08/2019,Facebook Business launches Messenger lead generation,1
30/08/2019,FB's internal review doubted disinformation actions,1
03/09/2019,Ares Management in wind power purchase pact with Facebook,1
03/09/2019,Facebook adds privacy control for face recognition,1
04/09/2019,Facebook paper addresses challenge of portability vs. privacy,2
04/09/2019,Facebook user phone numbers found in server leak - TechCrunch,2
05/09/2019,EU looking into Facebook's Libra,2
05/09/2019,"FB, European publishers team for Watch shows",2
05/09/2019,"Facebook launches Dating in U.S.; MTCH, IAC lower",2
06/09/2019,NY AG launches widespread Facebook probe,0
09/09/2019,"Facebook describes Libra backing basket, leaving out yuan",1
10/09/2019,Guggenheim positive on Match despite FB Dating,1
11/09/2019,Facebook's Libra seeks license from FINMA,2
11/09/2019,Senate Commerce calls tech hearing on mass violence/extremism,2
12/09/2019,Facebook updates policy on limiting expression,0
13/09/2019,France calls for EU rules on cryptos,1
13/09/2019,Germany set to ban Libra in favor of state solution - report,1
16/09/2019,"Facebook meeting with Fed, other central banks to discuss libra - FT",1
16/09/2019,Federal clashes grow over investigating tech - WSJ,1
17/09/2019,"Facebook, Luxottica team on smart glasses - CNBC",1
18/09/2019,Facebook unveils plan for oversight board,1
18/09/2019,Facebook refreshes Portal line with lower-priced devices,1
18/09/2019,"Roku slides as Comcast, Facebook add streaming wrinkles",1
20/09/2019,Facebook updates on app developer investigation,1
23/09/2019,Snap helping FTC investigate Facebook - WSJ,0
23/09/2019,Facebook buying brain-computer start-up for $1B - CNBC,0
25/09/2019,Facebook looking to lease old NYC post office - Post,1
25/09/2019,Oculus app sales pass $100M - Zuckerberg,1
25/09/2019,DOJ to start own Facebook antitrust probe - Bloomberg,1
27/09/2019,FB's Sandberg headed for House in October,0
27/09/2019,"Summit launches Buy on Facebook, 'king of social media'",0
30/09/2019,Facebook to pay only some publishers for news section - WSJ,1
30/09/2019,Facebook to exempt opinions from fact checking - WSJ,1
01/10/2019,Criteo files French antitrust complaint against Facebook,0
01/10/2019,Facebook scrambles as Libra partners reconsider - WSJ,0
02/10/2019,Senators press tech firms on 'deepfake' technology,1
02/10/2019,Large Internet stocks 'compelling' heading into earnings - RBC,1
03/10/2019,EU rules against Facebook in takedown case,2
03/10/2019,Snap -5% as Facebook rolls out camera/messaging app,2
03/10/2019,PayPal closer to quitting Facebook's Libra - FT,2
03/10/2019,AG Barr asks Facebook to hold off on encryption plans,2
04/10/2019,PayPal drops out of Facebook's Libra project,1
07/10/2019,PayPal pulls out of libra network,1
08/10/2019,AG group probing Facebook could expand to 40,1
08/10/2019,Facebook underestimated Libra pushback - Loop,1
08/10/2019,New YouTube tool looks to gather political ad share,1
08/10/2019,Facebook puts Workplace on Portal; Zoom Video -4.6%,1
08/10/2019,PTAB grants Snap review of BlackBerry patent,1
08/10/2019,Libra's head of product made exit - Telegraph,1
09/10/2019,Facebook's Zuckerberg to testify at House Financial Services hearing,1
09/10/2019,"Visa, Mastercard, Stripe CEOs urged to take Libra risks seriously",1
11/10/2019,Barclays urges adding Facebook before earnings,2
11/10/2019,"EBay, Stripe out of Libra project",2
11/10/2019,"Mastercard drops out of Libra, joining three others",2
11/10/2019,Visa exits Facebook's Libra amid rush of departures,2
11/10/2019,Libra's Marcus calls exits 'liberating',2
14/10/2019,Zuckerberg responds to report on meeting conservatives,1
15/10/2019,"TikTok sets up miles from Facebook, poaches employees",2
15/10/2019,Facebook bull expects modest earnings beat,2
15/10/2019,Facebook's Libra sets membership after payment-firm exits,2
17/10/2019,Facebook still sees Libra winning enough financial backers,1
17/10/2019,Facebook Music adds seven European countries,1
17/10/2019,"Zuckerberg address takes on free speech, China",1
18/10/2019,Facebook in news publishing deal with outlets - WSJ,0
21/10/2019,"Facebook removes more activity from Iran, Russia",2
22/10/2019,Facebook -2.2% as Mnuchin calls Libra launch 'premature',0
22/10/2019,Libra moving cautiously amid 'risk of not innovating' - Zuckerberg,0
22/10/2019,Tech breakups still on table - antitrust chief,0
23/10/2019,Facebook antitrust probe expands to 47 AGs,2
23/10/2019,State AGs probing Alphabet meeting next month,2
23/10/2019,CNN readying digital news service that would pay publishers,2
24/10/2019,Zuckerberg stands up for Libra on Capitol Hill,1
25/10/2019,Facebook picks up more News publishers,2
28/10/2019,Facebook's Q3 and beyond not looking good to Cleveland Research,2
29/10/2019,Facebook Q3 2019 Earnings Preview,0
30/10/2019,"Facebook, UK data regulator reach settlement",1
30/10/2019,Facebook removes more inauthentic behavior tied to Russia,1
30/10/2019,"Facebook EPS beats by $0.24, beats on revenue",1
30/10/2019,Facebook +3.6% after double-digit Q3 gains,1
01/11/2019,Tech giants take hit as Goldman warns on regulation,1
01/11/2019,Facebook held Fitbit acquisition talks - report,1
04/11/2019,Facebook starts rebranding at corporate level,1
06/11/2019,Facebook reveals another privacy breach,0
06/11/2019,Facebook planned 'switcharoo' on data change - Reuters,0
06/11/2019,Apple publishes new details on privacy approach,0
06/11/2019,California seeks order to force Facebook probe cooperation,0
06/11/2019,Google eyes changes to political ad policy - WSJ,0
08/11/2019,WhatsApp explores e-commerce via catalog feature,1
12/11/2019,Facebook launches Pay service; shares +2.4%,2
12/11/2019,Twilio goes negative on report WhatsApp scaling down,2
13/11/2019,"Facebook Pay has mixed implications for Venmo, Cash App, analysts say",1
14/11/2019,"Facebook removes 3.2B fake accounts, details moderation",1
14/11/2019,Facebook taking 1.5M square feet of Hudson Yards,1
15/11/2019,"Appaloosa adds Alibaba, increases Micron",1
19/11/2019,House releases answers from Big Tech queries,1
19/11/2019,"Facebook, Microsoft team on remote development",1
20/11/2019,Google adds new limits to political ad targeting,1
21/11/2019,Facebook considering political ad changes - DJ,1
22/11/2019,Facebook built app for real-time face recognition - report,1
25/11/2019,Facebook launches market research app,1
25/11/2019,"FB, TWTR say users revealed data through apps",1
26/11/2019,Facebook was rival bidder for Fitbit - CNBC,1
02/12/2019,U.S. weighing $2.4B of tariffs in response to France's digital services tax,0
03/12/2019,Zuckerberg doubles down on ad policy,1
03/12/2019,Facebook gains bull on cost trends,1
03/12/2019,"EU opens data probes into Google, Facebook",1
03/12/2019,Google poaches key Facebook exec on health work - report,1
04/12/2019,U.K. set to introduce digital services tax,1
05/12/2019,Stifel leaves Facebook sidelines on strong outlook,1
05/12/2019,HSBC urges selling Facebook amid regulatory worries,1
06/12/2019,Cambridge Analytica deceived FB users - FTC,1
09/12/2019,Facebook sells Oculus Medium to Adobe - TechCrunch,1
09/12/2019,Facebook should top Alphabet in 2020 ad growth - BofA,1
10/12/2019,U.S. tech probes to complete next year - AG,1
11/12/2019,Facebook slips off Glassdoor's best places to work list,1
11/12/2019,"Aegis stays positive on Snap, sees 2020 growth",1
11/12/2019,"Cisco unveils Silicon One, says it's in major use",1
12/12/2019,Facebook's oversight board hits delay,0
12/12/2019,Facebook -3.4% as FTC considers injunction - WSJ,0
17/12/2019,Thiel driving FB division on political ads - WSJ,1
17/12/2019,Facebook launching new fact-checking program - Axios,1
18/12/2019,Facebook target lifted on 'renewed strength',2
18/12/2019,Strong ad spend ahead for Facebook - Deutsche,2
18/12/2019,Facebook acquires PlayGiga,2
19/12/2019,Facebook heads to the Super Bowl,2
19/12/2019,Libra launch plan still unclear,2
19/12/2019,Facebook a Super Bowl player,2
20/12/2019,"Facebook removes networks tied to Vietnam, Georgia",1
23/12/2019,TikTok looks for HQ outside of China - WSJ,1
27/12/2019,"Facebook's Libra fails in current form, Swiss president says",1
30/12/2019,Brazil fines Facebook for data sharing,0
30/12/2019,Facebook gets new Street-high target,0
07/01/2020,Facebook cracks down on deepfakes,1
09/01/2020,"Bernstein's big tech look favors Facebook, Alphabet, Snap",1
10/01/2020,Zuckerberg sees AR breakout in the 2020s,1
13/01/2020,Mizuho names top tech picks for 2020,2
14/01/2020,Big Tech dominates the S&P 500,0
14/01/2020,Facebook target lifted on app improvement,0
15/01/2020,Facebook boosted on 'significant growth runway',1
16/01/2020,WhatsApp backing off from ad sales - WSJ,1
21/01/2020,"France, U.S. declare digital tax truce",1
21/01/2020,"Facebook targets 1,000 new hires in London",1
21/01/2020,Morgan Stanley boosts Facebook target on ad growth story,1
22/01/2020,Vodafone bids farewell to Libra Association,1
23/01/2020,Facebook showing user engagement strength - Baird,1
24/01/2020,Alphabet gets new Street-high on ad strength,0
24/01/2020,Italy watchdog launches noncompliance action on Facebook,0
24/01/2020,DOJ planning meeting on tech liability,0
27/01/2020,Stifel sees 15% upside in Facebook,1
28/01/2020,Facebook launches new user privacy tool,1
28/01/2020,Facebook Q4 2019 Earnings Preview,1
28/01/2020,Facebook engineering chief to depart,1
29/01/2020,Facebook refining its Watch spending - The Information,1
29/01/2020,"Facebook EPS beats by $0.03, beats on revenue",1
29/01/2020,Facebook -5.4% after topping profits amid user growth,1
29/01/2020,Facebook adds $10B to buyback authorization,1
30/01/2020,Facebook dips amid guidance for decelerating growth,2
30/01/2020,Facebook sinks as analysts weigh growth profile after earnings,2
31/01/2020,Facebook will remove coronavirus misinformation,0
03/02/2020,"Goldman recommends big tech, dismisses signs of bubble",1
03/02/2020,Dropbox chief joins Facebook board,1
07/02/2020,"Google, Facebook seek alternatives for Trans-Pacific cable",1
07/02/2020,"Virus impact to hit Oculus output, Facebook says",1
11/02/2020,Pivotal becomes rare bear for social networking giant,0
11/02/2020,"Facebook, Sprint, Cisco now out of MWC",0
11/02/2020,FTC probing M&A history of tech giants (update),0
12/02/2020,WhatsApp hits two billion users,2
13/02/2020,Pinterest -2.6% as Facebook unveils similar app,2
14/02/2020,"Instagram targets more funding, ad-revenue sharing for video hub - WSJ",1
14/02/2020,Google in talks to pay news publishers - WSJ,1
14/02/2020,Facebook cancels marketing summit over coronavirus,1
18/02/2020,EU says Facebook's regulation proposals fall short,2
18/02/2020,"Remove Facebook's Zuckerberg, Sandberg over political ads - Soros",2
19/02/2020,Brussels proposes new digital strategy,1
19/02/2020,AG Barr concerned about tech legal shield,1
21/02/2020,Shopify joins Libra Association,0
21/02/2020,DOJ seeking outside help in tech probe,0
27/02/2020,Facebook names WEF veteran to watch ethical product design,0
27/02/2020,"The ""Fab 5"" mega-stocks will be painful to investors during the coming decade",0
27/02/2020,Facebook cancels F8 developer conference amid virus concern,0
27/02/2020,MKM's 'stay at home' stocks built for virus times,0
02/03/2020,Facebook pulls out of SXSW,2
03/03/2020,Facebook scaling back Libra in nod to regulators,0
04/03/2020,Coronavirus sees Facebook give free ads to WHO,2
04/03/2020,Twitter starts test of disappearing 'fleets',2
05/03/2020,'Like trying to stop air' - latest coronavirus updates here,1
06/03/2020,Latest coronavirus updates - WFH for Facebook,2
06/03/2020,Needham cuts Facebook estimates on coronavirus impact,2
06/03/2020,Big tech paying hourly wages despite reduced services,2
09/03/2020,Cambridge Analytica scandal still plagues Facebook,1
09/03/2020,Facebook adds two directors to board,1
10/03/2020,Baird finds good rebounders among FANGs,2
12/03/2020,"Big tech more resilient, and Facebook has least downside - MKM",0
12/03/2020,"Twitter, Facebook clamp down on Russian network",0
13/03/2020,"Chenault moving from Facebook board to Berkshire, to replace Gates",2
17/03/2020,Big Tech unites on coronavirus response,1
17/03/2020,"Amazon, Facebook called 'best ideas' amid outbreak",1
17/03/2020,"Facebook giving $1,000 bonus to all employees - report",1
18/03/2020,Harnessing location data to combat coronavirus,2
19/03/2020,Europe urges streamers to limit service amid network pressure,2
19/03/2020,Instagram tests disappearing text messages,2
20/03/2020,Facebook expands ad ban on COVID-19-related products,0
20/03/2020,Jefferies names potential tech winners amid outbreak,0
23/03/2020,Facebook cuts streaming quality across Europe,0
23/03/2020,EU asks tech platforms for help with pandemic rogue traders,0
24/03/2020,Facebook introduces new paid-time off programs,2
24/03/2020,"Facebook says despite high usage, ads taking hit in viral hot regions",2
25/03/2020,#BuildforCOVID19 global online hackathon,0
25/03/2020,Facebook target cut after ad hit,0
25/03/2020,"State AGs ask Amazon, Walmart to prevent price gouging",0
25/03/2020,Patent board grants BlackBerry review of Facebook challenge,0
26/03/2020,Facebook taps Kimmitt as lead independent director,2
30/03/2020,Morgan Stanley cuts internet name PTs on weaker ad spend,2
02/04/2020,Facebook launches Messenger app for desktop,1
02/04/2020,"Facebook adding 10,000 workers this year",1
06/04/2020,Facebook set to install Portals in UK care homes - report,2
07/04/2020,WhatsApp tightens message forwarding limits,0
07/04/2020,Facebook Gaming launches Tournaments,0
09/04/2020,"Loop cuts Facebook target, boosts Alphabet's on ad concerns",1
15/04/2020,"Ad slump isn't sparing Google, Facebook - NYT",2
16/04/2020,'Cataclysmic' landscape - IAC's Diller on CNBC talks plunge in ad spending,1
16/04/2020,Facebook will reach out to users interacting with virus misinformation,1
17/04/2020,Facebook cancels large gatherings through June 2021,1
17/04/2020,"Facebook, India's Reliance discuss 'super' app - report",1
20/04/2020,"Google, Facebook must pay for news content Down Under",1
21/04/2020,Facebook places limits on protest organizers,0
21/04/2020,Social media gets lift from Snap's earnings surprise,0
21/04/2020,Facebook pours $5.7B into India's Reliance Jio,0
22/04/2020,Social media marks banner day as Snap jumps 28% post-earnings,2
23/04/2020,Risk is limited in Facebook's Jio stake - Citi,1
24/04/2020,Zoom turns negative as Facebook introduces group calling feature (updated),2
27/04/2020,Zoom needn't worry about Facebook feature - Morgan Stanley,0
28/04/2020,Facebook leases more space in Fremont - report,0
28/04/2020,Facebook Q1 2020 Earnings Preview,0
28/04/2020,"In pandemic world, Zuckerberg tightens grip on Facebook's wheel - WSJ",0
29/04/2020,"Google ramps up Video conference wars, making Meet free",2
29/04/2020,"Facebook EPS beats by $0.01, beats on revenue",2
29/04/2020,Facebook +6.4%; usage tops expectations in Q1,2
30/04/2020,There ain't no ad recession in Menlo - Barclays,0
30/04/2020,"Lockdowns are 'fascist,' says Musk, Zuckerberg disagrees",0
01/05/2020,Facebook facing loss of ad-industry benchmark - WSJ,1
04/05/2020,Silver Lake follows Facebook with Jio investment,2
05/05/2020,Facebook working on new version of Oculus Quest headset,1
07/05/2020,Facebook appoints first members of oversight board,1
07/05/2020,Facebook allowing work-from-home through year-end for most - CNBC,1
08/05/2020,Facebook unveils redesigned desktop site,1
12/05/2020,'No doubt' economy is 'divorced' from stock and bond markets - Social Capital CEO,0
12/05/2020,'Forever' work from home a reality now at Twitter,0
12/05/2020,Facebook paying $52M settlement to moderators,0
13/05/2020,"Despite spending slowdown, Nomura sees cloud computing boost in pandemic",0
14/05/2020,Only an hour to delete criminal content in France,2
14/05/2020,Facebook's African internet project moves forward,2
15/05/2020,"Baupost moves: Adds Alphabet, Facebook; exits Bristol Myers Squibb",2
15/05/2020,Facebook price target hiked on revenue potential,2
15/05/2020,Facebook buying GIPHY for $400M,2
18/05/2020,General Atlantic follows Facebook and Vista Equity with Jio investment,1
19/05/2020,Disney -1.2% as Loop moves to sideline,2
19/05/2020,"Facebook, HP Inc. hit highs after Najarian's options mention",2
19/05/2020,Facebook +3.1% as it rolls out Shops feature,2
19/05/2020,Visa employees granted WFH status through year end,2
20/05/2020,10 rules to return to the Facebook office,2
20/05/2020,Amazon makes its move into big-budget gaming,2
21/05/2020,Big tech has a big problem in D.C.,0
21/05/2020,Facebook +2.3% as Stifel bumps price target,0
21/05/2020,Facebook shifting more permanently to remote work,0
27/05/2020,President threatens social media companies,1
27/05/2020,Facebook Shops could bring $7B profits by 2023 - Citi,1
27/05/2020,Stay-at-home selloff continues as economy revs up,1
27/05/2020,"In volatile market, Morgan Stanley chooses secular growth winners",1
27/05/2020,'Almost thrown in the towel' -- Novogratz on fighting the tape,1
27/05/2020,Trump to sign executive order on social media tomorrow - WH,1
28/05/2020,Trump order to enable punishment for social media - WP,1
28/05/2020,Zuckerberg responds to threats against social media,1
28/05/2020,Google reportedly exploring stake in Vodafone Idea,1
28/05/2020,"Twitter doubles down on labeling, even under threat",1
28/05/2020,Trump signs executive order targeting social media,1
01/06/2020,"Trump, Zuckerberg talk amid social media crackdown",2
01/06/2020,"Walkout underway at Facebook, virtually, in protest of policies",2
02/06/2020,Zuckerberg defends easy approach on Trump posts,1
03/06/2020,U.S. launches probe into foreign digital taxes,1
03/06/2020,"Facebook and PayPal invest in Indonesian ride-hailing, payments app",1
03/06/2020,Snapchat stops promoting Trump content after comments,1
04/06/2020,Why isn't Facebook using Oversight Board for Trump posts?,0
05/06/2020,Facebook slaps labels on state-controlled media,2
09/06/2020,"Goldman raises Facebook target on Shops, Checkout potential",2
09/06/2020,"Gundlach sees stocks falling, gold rising despite 'Superman' Powell's heavy lifting",2
10/06/2020,"Higher online media targets from BofA, as trends look up",0
11/06/2020,Facebook establishing a 'multi-million dollar' venture fund,0
11/06/2020,Cox returns as Facebook head of product,0
12/06/2020,What is free speech on social media?,1
12/06/2020,"Facebook, Giphy deal probed by UK regulator",1
12/06/2020,Facebook pausing Giphy integration amid probe - Reuters,1
12/06/2020,"DOJ, FTC fighting over handling Facebook/Giphy probe - Politico",1
15/06/2020,Main Street has killed Wall Street during this rally. Here are the stocks they're buying,2
15/06/2020,WhatsApp launches digital payments in Brazil,2
15/06/2020,Visa helps launch payments on WhatsApp in Brazil,2
15/06/2020,Oppenheimer weighs potential bidders for AT&T's games business,2
16/06/2020,"House Intel panel to hear from Facebook, Google, Twitter",1
16/06/2020,Facebook sharpens transparency rule to close political-ad loophole,1
17/06/2020,Facebook's Jio investment under antitrust review,1
17/06/2020,DOJ proposals against online platforms could come today - WSJ,1
17/06/2020,J.P. Morgan shores up top picks in online ad rebound,1
18/06/2020,France calls U.S. withdrawal from digital tax talks a 'provocation',1
18/06/2020,Facebook files suits tied to use of automation software,1
18/06/2020,Facebook pulls Trump campaign ad featuring controversial symbol,1
18/06/2020,Stocks end choppy day right at flatline,1
19/06/2020,Dentsu agency urges clients to support Facebook ad boycott,1
19/06/2020,The North Face joins ad boycott of Facebook,1
22/06/2020,"Patagonia, REI join Facebook ad boycott",1
22/06/2020,"Microsoft closing Mixer, moving content to Facebook Gaming",1
22/06/2020,Direxion gives details on WFH ETF,1
23/06/2020,Ben & Jerry's considers jumping on the 'boycott Facebook' train,1
23/06/2020,Facebook shuts down entry-level Oculus Go VR headset,1
23/06/2020,Big 5 tech stocks rallying further to new highs,1
24/06/2020,Google weighs alternatives for Hong Kong undersea cable,0
25/06/2020,"Baird lifts Facebook, Alphabet targets on ad recovery",1
25/06/2020,Verizon pausing Facebook ads as boycott gains momentum,1
26/06/2020,Facebook looks to contain spread of ad boycott; shares -6.4%,0
26/06/2020,"Unilever halting ads on Facebook, Twitter for 2020",0
26/06/2020,P&G review could be new bombshell for digital ad companies,0
26/06/2020,"Zuckerberg announces Facebook policies on voting info, hate speech",0
26/06/2020,Facebook and financials send Wall Street reeling,0
26/06/2020,Coca-Cola to pause all social media advertising,0
26/06/2020,Hershey pauses advertising on Facebook and Instagram,0
29/06/2020,Facebook ad boycott campaign set to go global,2
29/06/2020,"Buy the dips in Facebook, says sell-side bull",2
29/06/2020,Social media stocks keep sliding premarket on revenue concerns,2
29/06/2020,Clorox cutting Facebook advertising through December,2
29/06/2020,Several more advertisers pull social media ad spending,2
29/06/2020,Microsoft pauses global Facebook ads - Axios,2
29/06/2020,HP pulls its U.S. Facebook ads,2
29/06/2020,Chinese Internet giants stride as U.S. counterparts face headwinds,2
30/06/2020,Facebook calls mass meeting of advertisers amid boycott,2
30/06/2020,Gaming and Internet ETFs top the competition in historic first half,2
01/07/2020,"Facebook responds to boycott, offers to meet with organizers; shares rising",2
01/07/2020,Twitch cementing dominance with new record quarter - report,2
01/07/2020,Constellation Brands joins the list of companies halting ads on social media,2
01/07/2020,Facebook agrees to brand-safety audit - Adweek,2
01/07/2020,Facebook's Zuckerberg expects advertisers back 'soon enough' - report,2
02/07/2020,Big Tech CEOs set to testify before Congress,0
02/07/2020,Facebook ad boycott could stretch until November - Needham,0
02/07/2020,"Facebook to discontinue Lasso, TikTok clone",0
02/07/2020,"Facebook's Zuckerberg, Sandberg set Tuesday meeting with boycott organizers",0
