Date,Headlines
"Sat, Jan. 19, 2013",Opinions have poured in about Facebook's (NASDAQ:FB) Graph Search since its Tuesday unveiling....
"Thu, Jan. 17, 2013",A month after AppData figures (subsequently disputed) on Instagram's (NASDAQ:FB) user count...
"Wed, Jan. 16, 2013",Facebook (FB -0.8%) roundup: 1) American users of Facebook's iPhone Messenger App users are now...
"Tue, Jan. 15, 2013",A few more details on Facebook's (NASDAQ:FB) Graph Search event: The product is still in limited...
"Tue, Jan. 15, 2013",Yelp (YELP -6.9%) has sold off as Facebook (FB -2%) shows off Graph Search; investors seem to to...
"Tue, Jan. 15, 2013","Mark Zuckerberg kicks off Facebook's (FB -0.8%) event by introducing Graph Search, a tool that..."
"Tue, Jan. 15, 2013","Ahead of Facebook's (FB +1.5%) 1PM ET mystery event, which might feature some kind of phone..."
"Mon, Jan. 14, 2013","More on Facebook: ""Multiple sources"" tell MG Siegler a Facebook phone of some kind will be shown..."
"Mon, Jan. 14, 2013",Has Facebook's (FB -1.4%) big rally finally run out of steam? Shares are now lower in spite of a...
"Mon, Jan. 14, 2013",Facebook (NASDAQ:FB) is upgraded to Buy at Deutsche Bank with price target raised to $40 from...
"Fri, Jan. 11, 2013",Russian search giant Yandex (NASDAQ:YNDX) has built an innovative Facebook search app that could...
"Wed, Jan. 09, 2013","""Our checks have confirmed that Facebook has a phone team in-house but it is unclear of the..."
"Wed, Jan. 09, 2013","For the first time in nearly 6 months, Facebook (FB +3.7%) is trading above $30/share. There's..."
"Fri, Jan. 04, 2013",Facebook's (NASDAQ:FB) Android app base nearly tripled to 192.8M monthly active users (MAUs)...
"Fri, Jan. 04, 2013",Some heavily-shorted consumer Internet stocks are closing out the week on a high note. FB +3.4%....
"Thu, Jan. 03, 2013",Facebook (NASDAQ:FB) is testing a VoIP service that allows users to place free calls to each...
"Wed, Jan. 02, 2013",Tech giants are using the first trading day of the year to announce their calendar Q4 earnings...
"Wed, Jan. 02, 2013","In addition to JPMorgan, Evercore and Morgan Stanley have issued bullish notes on Facebook (FB..."
"Wed, Jan. 02, 2013","Facebook (NASDAQ:FB) is reiterated a Buy at JPMorgan, which increases its price target to $35..."
"Mon, Dec. 31, 2012","2012 was a year that saw Tim Cook put his mark on Apple, Facebook go through growing pains,..."
"Mon, Dec. 31, 2012","Facebook's (FB +1.9%) lead underwriters - Morgan Stanley, JPMorgan, and Goldman - have been..."
"Mon, Dec. 31, 2012","A major bear on Facebook (NASDAQ:FB) turns bull, with BMO bypassing Hold, and upgrading the..."
"Fri, Dec. 28, 2012","Facebook (FB -1.1%) claims AppData's figures on Instagram usage are inaccurate. ""We continue to..."
"Fri, Dec. 28, 2012",More on Instagram: BI observes the bulk of Instagram's (NASDAQ:FB) user drop happened on...
"Fri, Dec. 28, 2012",Instagram (NASDAQ:FB) may have already lost about 25% of its users after last week's uproar over...
"Thu, Dec. 27, 2012","""There’s a very real undercurrent that’s making the rounds in Silicon Valley that..."
"Mon, Dec. 24, 2012",Facebook (FB +2.2%) and Yahoo (YHOO +1.1%) tick higher after Needham's Laura Martin raises her...
"Fri, Dec. 21, 2012","Some Facebook (NASDAQ:FB) news: 1) Facebook (FB) has introduced Poke for Mobile, a rumored..."
"Fri, Dec. 21, 2012","Taken aback by the uproar over its TOU changes, Instagram (NASDAQ:FB) says it's reverting its ad..."
"Thu, Dec. 20, 2012",A privacy intrusion or an effective way to limit spam? Facebook (FB +0.1%) is testing a feature...
"Wed, Dec. 19, 2012",Facebook (FB -1.3%) has halted a test for a mobile display ad network: a spokesman says the...
"Wed, Dec. 19, 2012",More on Facebook: Evercore has joined Cantor in raising its PT on mobile optimism. Analyst Ken...
"Wed, Dec. 19, 2012",More on Kodak: The Next Web claims the consortium organized by RPX and Intellectual Ventures...
"Wed, Dec. 19, 2012","Facebook (FB +1.6%) opens higher after Cantor raises its PT to $33 from $28, citing improved..."
"Tue, Dec. 18, 2012",Instagram responds to the furor over its policy changes by promising it has no plans to allow...
"Tue, Dec. 18, 2012","Even as many fret about mobile monetization, eMarketer is hiking its 2012 U.S. mobile ad sales..."
"Tue, Dec. 18, 2012",Instagram (NASDAQ:FB) triggers a backlash by announcing it will have the right (effective Jan....
"Mon, Dec. 17, 2012",Yelp (YELP -2.7%) sold off after Facebook (NASDAQ:FB) announced a big revamp of its Nearby...
"Mon, Dec. 17, 2012","As it begins to integrate Instagram, Facebook (NASDAQ:FB) is reportedly testing a messaging app..."
"Mon, Dec. 17, 2012",Among the sensory technologies IBM's R&D labs expects to have a big impact over the next 5...
"Mon, Dec. 17, 2012",Amazon (AMZN +1%) is getting serious about becoming a display ad rival to Google (NASDAQ:GOOG):...
"Fri, Dec. 14, 2012","If Google+ fails to meet Google's (NASDAQ:GOOG) high ambitions, it won't be for a lack of..."
"Fri, Dec. 14, 2012","Facebook (FB -3.5%) is selling off as a lockup on 156M shares expires. Of course, that probably..."
"Thu, Dec. 13, 2012","After giving its iOS apps a big overhaul in August, Facebook (FB +2.4%) has finally gotten..."
"Thu, Dec. 13, 2012",Facebook (FB +3%) is rallying again today. Shares are now up 43% since an 804M-share lockup...
"Wed, Dec. 12, 2012","Facebook (NASDAQ:FB) plans to begin monetizing Instagram (presumably with ads), says marketing..."
"Wed, Dec. 12, 2012",Facebook (NASDAQ:FB) expands further into the world of gambling as it ties a up a deal with...
"Tue, Dec. 11, 2012",88% of Facebook (NASDAQ:FB) users voting on proposed data-sharing policy chances voted against...
"Mon, Dec. 10, 2012","Fresh off ending Twitter integration, Instagram (NASDAQ:FB) has revamped its iOS and Android..."
"Sun, Dec. 09, 2012","Part of a push to get fans to view photos on its own website, Instagram (NASDAQ:FB) disables..."
"Sun, Dec. 09, 2012",Facebook (NASDAQ:FB) COO Sheryl Sandberg sold about 950K shares of company stock - a bit...
"Fri, Dec. 07, 2012","Having just begun a probe on Google, Italian tax authorities now appear to be turning their..."
"Thu, Dec. 06, 2012","Google+ (NASDAQ:GOOG) now has 135M monthly active users, up from 100M in September, says..."
"Thu, Dec. 06, 2012",Facebook (FB -0.9%) is in talks to acquire Microsoft's (MSFT -0.1%) Atlas ad-serving/measurement...
"Wed, Dec. 05, 2012","There are now 350 apps on Facebook's (NASDAQ:FB) PC site featuring 1M+ active users, the company..."
"Tue, Dec. 04, 2012","In a move that was always a question of when, not if, Facebook (NASDAQ:FB) will be added to the..."
"Tue, Dec. 04, 2012","Facebook (FB +0.8%) roundup: 1) Facebook may not be buying WhatsApp, but it is expanding the..."
"Tue, Dec. 04, 2012",Some stats from Mary Meeker's 2012 Internet trends report: 1) China now has 538M Internet users...
"Mon, Dec. 03, 2012","Facebook (FB -3.5%) isn't in acquisition talks with WhatsApp, multiple sources tell AllThingsD...."
"Mon, Dec. 03, 2012",Zynga (ZNGA -7.5%) is adding to the Friday losses it saw on news its deal with Facebook (FB...
"Mon, Dec. 03, 2012","If Facebook (FB -0.5%) ends up buying WhatsApp, the purchase would be a transformational one,..."
"Mon, Dec. 03, 2012","Facebook (NASDAQ:FB) is reportedly in talks to acquire Whatsapp, whose mobile messaging service..."
"Fri, Nov. 30, 2012",A federal court has tossed out an antitrust suit levied against Facebook (FB -1.3%) by ad...
"Fri, Nov. 30, 2012","Backing up past remarks from execs, Facebook (NASDAQ:FB) says it isn't planning to develop its..."
"Thu, Nov. 29, 2012",Zynga (NASDAQ:ZNGA) -11.1% AH after disclosing it has amended its agreement with Facebook...
"Thu, Nov. 29, 2012","For the first time, comScore is counting PC and mobile users in its rankings of U.S. visitors to..."
"Wed, Nov. 28, 2012","More on LinkedIn: At a conference yesterday, CEO Jeff Weiner stated his company aims to create..."
"Tue, Nov. 27, 2012",Facebook's (NASDAQ:FB) proposed (and controversial) data use policy changes could be a sign the...
"Tue, Nov. 27, 2012","Though Cyber Monday sales were strong, social media didn't have much to do with it, if Adobe's..."
"Mon, Nov. 26, 2012",BTIG's Richard Greenfield has joined Bernstein's Carlos Kirjner in upgrading Facebook (FB +6.8%)...
"Mon, Nov. 26, 2012",Facebook's (NASDAQ:FB) big run has made a believer of Bernstein's formerly bearish Carlos...
"Mon, Nov. 26, 2012","Attempts by Facebook (NASDAQ:FB), Google (NASDAQ:GOOG) and other Web sites to boost their mobile..."
"Wed, Nov. 21, 2012",Facebook (FB +5.8%) is rallying again in the wake of last Wednesday's lockup expiration; shares...
"Mon, Nov. 19, 2012","Facebook (FB -1.2%) declares it's ""not in talks to enter into a new search partnership,""..."
"Mon, Nov. 19, 2012",Yahoo (YHOO) CEO Marissa Mayer and Facebook (NASDAQ:FB) COO Sheryl Sandberg have reportedly held...
"Fri, Nov. 16, 2012",Facebook (FB +7.7%) is rallying again in the wake of Wednesday's lockup expiration. Today's move...
"Thu, Nov. 15, 2012",Facebook (FB -1.8%) discloses VC firm Andreessen Horowitz distributed 4.64M shares to partners...
"Wed, Nov. 14, 2012",Paul Tudor Jones made some big bets on tech in Q3. He picked up over 93K shares of Apple...
"Wed, Nov. 14, 2012","Facebook's (FB +11.8%) jobs app is nothing for LinkedIn (LNKD -0.9%) to be worried about, says..."
"Wed, Nov. 14, 2012",Facebook (FB +8.9%) uses its lockup expiration day to announce a long-rumored jobs app that...
"Wed, Nov. 14, 2012",Are we seeing a repeat of Yelp's lockup expiration? Facebook (FB +9.7%) has shot higher even...
"Wed, Nov. 14, 2012",Facebook (NASDAQ:FB) shares are -1.05% premarket ahead of today's expiry on a lock-up of another...
"Tue, Nov. 13, 2012","Zynga (NASDAQ:ZNGA) CFO David Wehner is leaving to take a ""senior finance position"" at Facebook..."
"Tue, Nov. 13, 2012","After rallying yesterday, Facebook (FB -1.5%) is selling off ahead of tomorrow's 773M-share..."
"Fri, Nov. 09, 2012",Facebook (FB -0.7%) and Zynga (ZNGA -2.3%) are underperforming in the wake of Groupon's Q3...
"Mon, Nov. 05, 2012",The U.K. parliament's Treasury Select Committee could launch an investigation into tax avoidance...
"Sun, Nov. 04, 2012","Facebook (NASDAQ:FB) COO Sheryl Sandberg last week sold 353K Facebook shares, netting her..."
"Thu, Nov. 01, 2012",Some Facebook (FB +1%) news: 1) Sources tell The Daily Facebook is working on a classifieds...
"Wed, Oct. 31, 2012",It's not just Zynga that's having a hard time with Facebook games. Though Electronic Arts (EA...
"Wed, Oct. 31, 2012",Facebook (FB -2.7%) sells off as a 234M-share lockup expiration originally scheduled for Monday...
"Mon, Oct. 29, 2012","46 of the top 50 mobile apps will be supported by Windows Phone 8, claims Microsoft..."
"Mon, Oct. 29, 2012","As advertisers start to recognize mobile ads are completely different animal than PC ads,..."
"Sun, Oct. 28, 2012",Hacker collective Anonymous has posted an alleged Zynga (NASDAQ:ZNGA) transcript indicating (in...
"Fri, Oct. 26, 2012",Facebook (FB -1.3%) roundup: 1) Macquarie isn't scared to upgrade shares to Buy ahead of a...
"Thu, Oct. 25, 2012",Facebook (FB -1.2%) gives back a sliver of yesterday's post-earnings gains after S&P's Scott...
"Wed, Oct. 24, 2012",Mark Pincus didn't mince words during Zynga's Q3 call: he admitted Zynga didn't innovate on...
"Wed, Oct. 24, 2012","More on Facebook: Though mobile is ramping, emerging markets monetization - another widely-held..."
"Wed, Oct. 24, 2012",Analysts who were worried about mobile's impact on Facebook's (FB +20.9%) ad sales are now...
"Wed, Oct. 24, 2012",Midday top 10 gainers: SEH +61%. KIPS +25%. CHC +21%. FB +21%. LL +15%. PLCM +14%. ASPS +11%....
"Wed, Oct. 24, 2012","Even with a big upcoming lockup expiration, Facebook (FB +21.6%) shorts are rushing to cover..."
"Wed, Oct. 24, 2012",Premarket gainers: SEH +62%. FB +26%. RFMD +14%. LL +13%. RENN +11%. POL +10%. DOW +6%. ZNGA...
"Wed, Oct. 24, 2012","First come positive earnings, then come the upgrades. Already on a tear following its report..."
"Tue, Oct. 23, 2012",More on Facebook: Mark Zuckerberg was all about mobile. He noted 70% of mobile users visit...
"Tue, Oct. 23, 2012","From Facebook's Q3 call and earnings slides: Instagram registered users surpass 100M, up from..."
"Tue, Oct. 23, 2012","After-hours top gainers, as of 5:15 p.m.: RFMD +12%; TWIN +9.2%; FB +8.2%; IDIX +6.5%; PNRA..."
"Tue, Oct. 23, 2012","More on Facebook's Q3: Monthly active users (MAUs) totaled 1.01B as of Sep. 30, +6% Q/Q and +26%..."
"Tue, Oct. 23, 2012",Facebook (NASDAQ:FB): Q3 EPS of $0.12 beats by $0.01. Revenue of $1.26B (+32% Y/Y) beats by...
"Tue, Oct. 23, 2012",Facebook (FB +1.2%) is rallying ahead of today's Q3 report - short-covering is likely a big...
"Tue, Oct. 23, 2012","Notable earnings after Tuesday’s close: ACE, AFL, ALTR, AMGN, BCR, BNNY, BRCM, BWLD, CBI,..."
"Mon, Oct. 22, 2012","Notable earnings after Tuesday’s close: ACE, AFL, ALTR, AMGN, BCR, BNNY, BRCM, BWLD, CBI,..."
"Mon, Oct. 22, 2012",More on Facebook: The WSJ's Rolfe Winkler decides to play devil's advocate: he argues Facebook's...
"Mon, Oct. 22, 2012",Facebook (FB +1.2%) outperforms ahead of tomorrow's Q3 report after Susquehanna forecasts...
"Sat, Oct. 20, 2012","Where was this story 50% ago? Its cover showing a tombstone engraved ""R.I.P. PC,"" Barron's says..."
"Fri, Oct. 19, 2012",More on Facebook: Mobile VP Vaughan Smith claims the company's mobile ad click rates are 10x...
"Fri, Oct. 19, 2012",The SEC's probe of Facebook's (FB +0.1%) IPO has found no evidence thus far the company withheld...
"Thu, Oct. 18, 2012",Several Internet stocks are heading south in response to Google's early Q3 report. Facebook (FB...
"Wed, Oct. 17, 2012","More on Facebook: Following its IPO, Facebook is reportedly having a much tougher time competing..."
"Wed, Oct. 17, 2012",Facebook (FB +2.3%) is closing higher after Wedge Partners argues the company's closely-watched...
"Thu, Oct. 11, 2012",Facebook (FB +0.7%) has unveiled a big overhaul for its popular Open Graph social sharing...
"Wed, Oct. 10, 2012","Global data center investment is set to rise 22% this year to $105B, estimates research firm..."
"Wed, Oct. 10, 2012",His company's PC gaming activity (and thus its Payments revenue) under pressure from the shift...
"Wed, Oct. 10, 2012",A downgrade to Neutral from Piper's Michael Olson has made Zynga among the day's big tech...
"Wed, Oct. 10, 2012",Facebook (FB -2%) is getting tripped up by negative comScore data yet again. The research firm...
"Wed, Oct. 10, 2012",Bloomberg describes how the SEC extracted key data from a reluctant Facebook (NASDAQ:FB) prior...
"Mon, Oct. 08, 2012","Relying on its new ""Want"" and ""Collect"" buttons, Facebook (FB -2.4%) has begun testing..."
"Mon, Oct. 08, 2012",More on BTIG's downgrade of Facebook (FB -1.3%): Analyst Richard Greenfield argues Facebook's...
"Mon, Oct. 08, 2012",Facebook (NASDAQ:FB) is downgraded to Sell with price target of $16 at BTIG. Previously never...
"Sat, Oct. 06, 2012",TechCrunch's Josh Constine does a post-mortem on Zynga's (NASDAQ:ZNGA) collapse. In addition to...
"Fri, Oct. 05, 2012","Facebook (FB -4.7%), which sold off in late trading as the Street weighed the implications of..."
"Fri, Oct. 05, 2012",A panel of federal judges grants Facebook's (NASDAQ:FB) request for dozens of IPO lawsuits -...
"Fri, Oct. 05, 2012",Facebook (NASDAQ:FB) has its payments revenue target cut at JPMorgan following the Zynga warning...
"Thu, Oct. 04, 2012",Zynga (NASDAQ:ZNGA) has resumed trading following its Q3/2012 warning. Shares are down 16.5% AH...
"Thu, Oct. 04, 2012",More on Facebook: An in-depth column accompanying the interview shines a light on Facebook's...
"Thu, Oct. 04, 2012","In a Bloomberg Businessweek interview, Mark Zuckerberg says he's confident Facebook (FB) will..."
"Thu, Oct. 04, 2012",Facebook (FB +1.6%) trades higher after Mark Zuckerberg announces the company now has over 1B...
"Wed, Oct. 03, 2012","Because a week wouldn't be complete without a new Facebook (FB -2.1%) ad product, the company is..."
"Mon, Oct. 01, 2012",Facebook (FB +1.5%) monetization data chief Brent Smallwood tries to counter criticism of the...
"Mon, Oct. 01, 2012",Facebook (FB +2.2%) is rallying today even though Oppenheimer lowered its target to $27 from...
"Fri, Sep. 28, 2012","Facebook (FB +5.9%) is shooting higher after launching Gifts, arguably its first serious attempt..."
"Thu, Sep. 27, 2012","Facebook (NASDAQ:FB) launches Gifts, a feature that allows users to (you guessed it) buy gifts..."
"Thu, Sep. 27, 2012","The total number of minutes spent by U.S. users on Facebook (NASDAQ:FB) fell 5% M/M in August,..."
"Wed, Sep. 26, 2012",Facebook (NASDAQ:FB) roundup: 1) The WSJ reports about 50 lawsuits have now been filed against...
"Mon, Sep. 24, 2012","Facebook's (FB -9.1%) plunge managed to trigger short-sale curbs at 12:37PM ET, and from the..."
"Mon, Sep. 24, 2012",A cautious Goldman note could be adding to Facebook's (FB -6.7%) losses this morning. The firm...
"Mon, Sep. 24, 2012",Premarket gainers: LPH +39%. RMBS +13%. TIVO +10%. STSI +10%. HEB +8%. CPRX +6%. Losers: PPHM...
"Mon, Sep. 24, 2012",Facebook (NASDAQ:FB) slides 4.4% to $21.85 premarket following a Barron's cover story suggesting...
"Mon, Sep. 24, 2012",Facebook (NASDAQ:FB) may have found a way to prove its value to advertisers by working with...
"Sat, Sep. 22, 2012","Facebook (NASDAQ:FB) gets the Barron's treatment, making the cover along with an assertion it's..."
"Fri, Sep. 21, 2012",Facebook (NASDAQ:FB) roundup: 1) Having pleased iOS users by boosting the performance of its...
"Fri, Sep. 21, 2012",Ireland's investigation into Facebook's (NASDAQ:FB) privacy and data protection policies ends...
"Thu, Sep. 20, 2012",Cantor's Youssef Squali has launched coverage on the Internet sector with a relatively bullish...
"Thu, Sep. 20, 2012",Some Facebook (FB -1.7%) news: 1) Facebook says it will start charging businesses for its Offers...
"Wed, Sep. 19, 2012",Facebook (FB +3.1%) is rallying again today after Baird's Colin Sebastian provides a favorable...
"Tue, Sep. 18, 2012",This week's new Facebook (NASDAQ:FB) ad format: a mobile ad network for third-party sites and...
"Tue, Sep. 18, 2012",Google (NASDAQ:GOOG) recently boasted it now has 400M total Google+ users and 100M monthly...
"Mon, Sep. 17, 2012",Google (NASDAQ:GOOG) has responded to Facebook/Instagram by acquiring Nik Software. Nik is best...
"Fri, Sep. 14, 2012",Recent Internet IPOs are staging a big rally. FB +4.6%. ZNGA +5%. GRPN +7.4%. LNKD +3.8%. YELP...
"Thu, Sep. 13, 2012","Facebook's (NASDAQ:FB) U.S. PC usage decline isn't just because of mobile, says Evercore's Ken..."
"Thu, Sep. 13, 2012",Facebook (NASDAQ:FB) takes its third-party ad exchange out of beta. The company has been hyping...
"Wed, Sep. 12, 2012",Premarket gainers: MEDW +39%. SSRX +21%. JVA +18%. NBG +13%. FB +7%. YOKU +6%. NOK +6%. AUO +5%....
"Tue, Sep. 11, 2012","More from Mark Zuckerberg: He once more claimed a Facebook phone doesn't make sense, in spite of..."
"Tue, Sep. 11, 2012",Facebook (NASDAQ:FB) +2.2% AH as Mark Zuckerberg starts talking (video) at the TechCrunch...
"Tue, Sep. 11, 2012",Facebook (NASDAQ:FB) and Netflix's (NASDAQ:NFLX) unique U.S. PC visitors each fell 6% Y/Y in...
"Tue, Sep. 11, 2012",Mark Zuckerberg is due to speak at a TechCrunch conference in San Francisco today in a rare...
"Fri, Sep. 07, 2012",Facebook's (NASDAQ:FB) U.S. mobile ad sales will total only $73M in 2012 (their first year of...
"Thu, Sep. 06, 2012",Facebook's (FB +2.3%) purchase of Instagram has officially closed; the deal is worth $736M as of...
"Wed, Sep. 05, 2012",Facebook (FB +5%) bounces on news Mark Zuckerberg won't be selling shares for at least a year....
"Tue, Sep. 04, 2012","More on Facebook's 8-K: Though Mark Zuckerberg won't be selling for a while, employees will get..."
"Tue, Sep. 04, 2012",Facebook (NASDAQ:FB) +1.9% AH after disclosing in an 8-K Mark Zuckerberg has no plans to sell...
"Tue, Sep. 04, 2012","More on Facebook: 1) Henry Blodget argues burned Facebook investors have no reason to complain,..."
"Tue, Sep. 04, 2012",Everyone has an opinion on Facebook (FB -2%) today. 1) While positive on Sponsored Stories...
"Tue, Sep. 04, 2012",JPMorgan's Doug Anmuth predicts Facebook's (FB +0.5%) Sponsored Stories ads will generate $1.25B...
"Fri, Aug. 31, 2012",Facebook (FB -4.9%) continues its strategy of creating a bunch of new ad options and seeing what...
"Fri, Aug. 31, 2012","Facebook (FB -4%) makes new lows after BMO and Stifel join BofA in cutting their targets. BMO,..."
"Fri, Aug. 31, 2012","It's obvious day today as Facebook (NASDAQ:FB) has its price target cut to $23 from $35 at BAML,..."
"Thu, Aug. 30, 2012",Facebook (FB +0.9%) is edging higher on a down day following positive comments and a CNBC...
"Wed, Aug. 29, 2012",Facebook wins approval from California to issue stock for its purchase of Instagram. The deal -...
"Tue, Aug. 28, 2012","Facebook (NASDAQ:FB) is in talks with traffic/navigation app developer Waze, possibly about an..."
"Mon, Aug. 27, 2012","Mobile banner ads tend to have much higher click rates, observes ad firm MediaMind. While PC..."
"Mon, Aug. 27, 2012","Some Facebook (FB -1%) news: 1) Facebook has acquired Threadsy, developer of a tool that..."
"Fri, Aug. 24, 2012","""Peter Thiel, a billionaire genius in the realm of startups, is not a good signal maker for..."
"Thu, Aug. 23, 2012","Twitter is ""reevaluating the timing"" of its IPO in light of the Facebook (NASDAQ:FB) debacle,..."
"Thu, Aug. 23, 2012",Facebook (NASDAQ:FB) has given its iOS apps a needed performance boost. Both the iOS and Android...
"Thu, Aug. 23, 2012",More on Baird's survey: A mere 2% of current BlackBerry (RIMM) users plan on buying another...
"Wed, Aug. 22, 2012",The FTC unanimously votes to end its investigation of Facebook's (NASDAQ:FB) purchase of...
"Wed, Aug. 22, 2012",Facebook (FB +1.5%) adds another ad format to its growing arsenal: the company's Sponsored...
"Tue, Aug. 21, 2012",As Facebook (FB -3.4%) sells off on news director/seed investor Peter Thiel has cashed out in a...
"Mon, Aug. 20, 2012",Early Facebook (FB +5%) investor and director Peter Thiel discloses he sold 20.06M shares on...
"Mon, Aug. 20, 2012",NYU finance prof./valuation theorist Aswath Damodaran now gives Facebook (FB +5.3%) an intrinsic...
"Mon, Aug. 20, 2012",It looks as if Facebook (FB +5%) shorts (previous) are taking profits; shares have shot higher...
"Mon, Aug. 20, 2012","Capstone is making a bullish call on Facebook (FB -0.8%), upgrading shares to Buy after airing..."
"Sun, Aug. 19, 2012","Over 60 companies will undergo the ""lock-up test"" between now and the end of 2012, including..."
"Sun, Aug. 19, 2012",A San Francisco judge rejected on Friday a $20M deal to settle a lawsuit from five Facebook...
"Fri, Aug. 17, 2012",Facebook's (NASDAQ:FB) brutalizing after going public may be the best thing that could've...
"Fri, Aug. 17, 2012","YouTube's (NASDAQ:GOOG) U.S. video views reached 19.6B in July, estimates comScore - that's up..."
"Fri, Aug. 17, 2012","As Facebook (FB -4%) continues diving (previous), Dan Primack points out tax considerations..."
"Fri, Aug. 17, 2012",Facebook (FB -2.9%) sells off yet again - shares are down 9% since the company saw its first...
"Thu, Aug. 16, 2012","Apparently wanting someone else to do the deed, Accel Partners is offloading 50M shares of its..."
"Thu, Aug. 16, 2012","As Facebook (FB -5%) dives on heavy volume on lockup expiration day, the FT reports the company..."
"Thu, Aug. 16, 2012","Well, that was quick: Facebook (FB -6.2%) has crashed through the $20 level on the day of its..."
"Thu, Aug. 16, 2012","Facebook (NASDAQ:FB) -2.7% as its first lockup expiration gets underway. To recap: 271M shares,..."
"Wed, Aug. 15, 2012","The bears are still piling in to Facebook (NASDAQ:FB), the number of shares on loan to short..."
"Wed, Aug. 15, 2012",Facebook (FB +1.4%) is now experimenting with allowing companies to place ads in a user's news...
"Wed, Aug. 15, 2012",German data protection officials reopen a probe into Facebook's (NASDAQ:FB) facial recognition...
"Wed, Aug. 15, 2012",A bit more perspective on the Thiel move from Buddy Carter: He was long more than...
"Wed, Aug. 15, 2012",Early Facebook (NASDAQ:FB) investor and director Peter Thiel converted more than 9M of his...
"Wed, Aug. 15, 2012","At a meeting last October of Facebook's (NASDAQ:FB) new ""Client Council"" of senior execs from 13..."
"Tue, Aug. 14, 2012",Facebook (FB -5.7%) rises 0.8% AH after George Soros reveals he took a 341K share stake in the...
"Tue, Aug. 14, 2012","Facebook (FB -5.7%) news roundup: 1) S&P is upgrading to Buy, arguing insiders are unlikely..."
"Tue, Aug. 14, 2012",Facebook (FB -3.8%) and Yelp (YELP -2.9%) sell off following Groupon's Q2 debacle. Yelp could...
"Mon, Aug. 13, 2012",Facebook's (NASDAQ:FB) battered shares could come under further pressure on Thursday when the...
"Fri, Aug. 10, 2012","Microsoft (NASDAQ:MSFT) doesn't plan to sell its 26.2M share, 1.7% stake in Facebook (NASDAQ:FB)..."
"Fri, Aug. 10, 2012","Facebook (FB +3.2%) gets an insider buying the stock, Netflix CEO and Facebook board member Reed..."
"Fri, Aug. 10, 2012",Facebook (FB +2.5%) and the FTC have finalized the terms of a November settlement regarding the...
"Fri, Aug. 10, 2012",Facebook (FB +3.4%) and Groupon (GRPN +6.2%) are rallying strongly today; shorts may be covering...
"Wed, Aug. 08, 2012",Facebook (NASDAQ:FB) news roundup: 1) Lead designer Ben Blumefeld is leaving. This is the latest...
"Tue, Aug. 07, 2012","As it looks for further sources of monetization, Facebook (NASDAQ:FB) is entering the world of..."
"Mon, Aug. 06, 2012","Facebook (FB +2.7%) is adding to Friday's gains, though shares remain down 19% from pre-earnings..."
"Sat, Aug. 04, 2012",Many of the 103M Facebook (NASDAQ:FB) monthly users who only used mobile devices in Q2 appear to...
"Fri, Aug. 03, 2012","Risk assets are popular today, and that includes Facebook (FB +9.3%), which is halting a string..."
"Fri, Aug. 03, 2012","Investors may have soured on Facebook, but they still love LinkedIn (LNKD +14.1%), whose booming..."
"Thu, Aug. 02, 2012","Thanks to Facebook's (FB -4%) selloff, the price tag for the Instagram acquisition is now only..."
"Thu, Aug. 02, 2012","Facebook (FB -4%) can't catch a break. Shares are making new lows again, and are now barely..."
"Wed, Aug. 01, 2012","On a day when Facebook (FB -3.8%) made new post-IPO lows, two more execs - platform partnerships..."
"Wed, Aug. 01, 2012","Though Apple's (NASDAQ:AAPL) investment talks with Twitter are dead, the companies continue to..."
"Wed, Aug. 01, 2012",Fidelity slashes its Facebook (FB -3.6%) stake - 21 of its funds selling over 1.9M shares in...
"Wed, Aug. 01, 2012",Facebook (FB -2.8%) mentions in its Q2 10-Q that 103M of its 543M mobile monthly users only...
"Wed, Aug. 01, 2012","Google (NASDAQ:GOOG) paid ~$400M to buy social media ad services firm Wildfire, sources tell..."
"Tue, Jul. 31, 2012","Google (NASDAQ:GOOG) has acquired Wildfire, a provider of solutions that help advertisers manage..."
"Tue, Jul. 31, 2012","More on Facebook: Limited Run, provider of a distribution platform for musicians, is making..."
"Tue, Jul. 31, 2012",Facebook (FB -4.9%) tumbles to new lows; shares are now down 42% from their $38 IPO price. The...
"Sun, Jul. 29, 2012","If there's a silver lining to Facebook's (NASDAQ:FB) Q2, it's that its experiments (I, II, III)..."
"Sat, Jul. 28, 2012",Apple (NASDAQ:AAPL) has reportedly considered making an investment in Twitter. Recent...
"Fri, Jul. 27, 2012","Facebook (FB -10.6%) recoups some of its early losses, as analysts stay loyal following the..."
"Fri, Jul. 27, 2012","Facebook (FB -13.2%) plunges after meeting lowballed estimates, but reporting major slowdowns in..."
"Fri, Jul. 27, 2012",Premarket gainers: AUTH +60%. OCZ +29%. MNI +19%. STEM +18%. SIMO +17%. ACI +14%. EXPE +14%. KKR...
"Thu, Jul. 26, 2012","Mentioned during Facebook's Q2 call (transcript): Global ad impressions +18% Y/Y, but U.S...."
"Thu, Jul. 26, 2012",From the slide deck accompanying Facebook's Q2 report: North American/European monthly users +2%...
"Thu, Jul. 26, 2012","More on Facebook's Q2: Monthly active users (MAUs) were 955M at end of June, +6% Q/Q and +29%..."
"Thu, Jul. 26, 2012",Facebook (NASDAQ:FB): Q2 EPS of $0.12 in-line. Revenue of $1.18B (+32% Y/Y) beats by $30M....
